id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
1,1,1025.5232627203836,1,0,113,10.808207054217707,2.920353982300885,0.5398230088495575,0.27968546702665975,0.6902654867256637,0.2743362831858407,0.035398230088495575
1,2,1613.7775679392291,1,0,109,10.76790915342107,2.871559633027523,0.5321100917431193,0.26100273640437277,0.7064220183486238,0.26605504587155965,0.027522935779816515
1,3,1189.200788454897,1,1,121,10.896147476043499,2.8677685950413223,0.5289256198347108,0.20748527083327806,0.7272727272727273,0.23140495867768596,0.04132231404958678
1,4,1619.829703728386,1,1,131,10.549631256132479,2.717557251908397,0.5419847328244275,0.18314080678946235,0.7022900763358778,0.2595419847328244,0.03816793893129771
2,1,834.1694214706565,1,0,264,11.980692063241149,2.946969696969697,0.5303030303030303,-0.13782434713656208,0.7159090909090909,0.1590909090909091,0.125
2,2,1028.0990824342157,1,0,257,11.988409958150948,2.8988326848249026,0.5252918287937743,-0.12934197599393538,0.7315175097276264,0.14396887159533073,0.1245136186770428
2,3,1081.6262211811372,1,1,311,11.973041158940859,2.8585209003215435,0.4887459807073955,-0.11263688699896429,0.7234726688102894,0.1607717041800643,0.1157556270096463
2,4,937.7096737436839,1,1,302,12.020977681514115,2.903973509933775,0.4867549668874172,-0.16908665964182445,0.7384105960264901,0.152317880794702,0.10927152317880795
3,1,1077.4860974378473,0,0,1309,10.949579743614123,3.045072574484339,0.5882352941176471,0.3226329730915054,0.5920550038197097,0.3124522536287242,0.09549274255156608
3,2,1160.1291829732713,0,0,1342,11.03363037592509,3.061102831594635,0.5812220566318927,0.2918953560541998,0.5760059612518629,0.32488822652757077,0.09910581222056632
3,3,1304.852644794571,0,1,1352,11.099161435859948,3.0673076923076925,0.5702662721893491,0.24001760529949642,0.5865384615384616,0.3158284023668639,0.09763313609467456
3,4,1406.5886380119287,0,1,1384,11.072432518447213,3.0671965317919074,0.559971098265896,0.19212714223937952,0.596820809248555,0.3070809248554913,0.09609826589595376
4,1,703.4107648261397,0,0,921,11.468425591300363,2.9272529858849077,0.5472312703583062,0.022670956441432497,0.7643865363735071,0.1454940282301846,0.09011943539630836
4,2,1087.6509983271023,0,0,939,11.474314150535697,2.921192758253461,0.5292864749733759,0.027483787321859084,0.7699680511182109,0.1448349307774228,0.08519701810436635
4,3,1155.6840780858845,0,1,919,11.562932262970614,2.9020674646354734,0.5310119695321001,0.048148732715136915,0.764961915125136,0.1458106637649619,0.08922742110990206
4,4,1339.4660625917072,0,1,883,11.617540807909888,2.8652321630804076,0.5254813137032842,0.030835931368728295,0.7553793884484711,0.1506228765571914,0.09399773499433749
5,1,1245.1534364931301,0,0,186,11.137936055652052,2.8978494623655915,0.6075268817204301,0.2318428597566214,0.7204301075268817,0.1881720430107527,0.0913978494623656
5,2,1143.1816624331666,0,0,186,11.186624078465353,2.8118279569892475,0.6021505376344086,0.2265454821656132,0.7150537634408602,0.1881720430107527,0.0967741935483871
5,3,1507.3442962237127,0,1,177,11.041405320560887,2.824858757062147,0.6101694915254238,0.24615965527993158,0.7401129943502824,0.1638418079096045,0.096045197740113
5,4,2095.8066259018597,0,1,164,10.961217160017213,2.8719512195121952,0.6280487804878049,0.26718611734274905,0.7560975609756098,0.15853658536585366,0.08536585365853659
6,1,613.8725117128383,0,0,249,12.171395171589072,3.072289156626506,0.4497991967871486,-0.42396436297773893,0.8393574297188755,0.13654618473895583,0.024096385542168676
6,2,756.1140901607819,0,0,250,12.201969908455949,3.116,0.468,-0.36151736737176526,0.84,0.136,0.024
6,3,848.3346704504285,0,1,248,11.984423606538709,3.0725806451612905,0.4959677419354839,-0.2965705549464432,0.8387096774193549,0.14112903225806453,0.020161290322580645
6,4,813.3384074750717,0,1,240,11.915472938972936,3.091666666666667,0.5166666666666667,-0.25885081859956,0.8291666666666667,0.15416666666666667,0.016666666666666666
7,1,731.6442626688535,0,0,1252,12.159832481706433,2.9696485623003195,0.46884984025559107,-0.3756700339758151,0.7587859424920128,0.20766773162939298,0.03354632587859425
7,2,957.0820553334927,0,0,1187,12.115851591633506,2.9443976411120474,0.4776748104465038,-0.3462208420856631,0.7590564448188711,0.2055602358887953,0.03538331929233361
7,3,1039.859513458238,0,1,1191,12.128959583542049,2.9370277078085643,0.48530646515533166,-0.317138681827308,0.7565071368597817,0.2031905961376994,0.04030226700251889
7,4,1082.3540979736697,0,1,1146,12.019824589734238,2.9493891797556717,0.48778359511343805,-0.26174868080793007,0.7478184991273996,0.2094240837696335,0.04275741710296684
8,1,678.2769433155252,0,0,677,11.529008684889451,2.875923190546529,0.5273264401772526,0.06753523645512438,0.49039881831610044,0.3412112259970458,0.16838995568685378
8,2,872.6316152049197,0,0,665,11.574429987454884,2.855639097744361,0.5368421052631579,0.08024733813856214,0.48872180451127817,0.34285714285714286,0.16842105263157894
8,3,1150.2338293169703,0,1,654,11.617136415200799,2.8914373088685017,0.5443425076452599,0.08363557761286082,0.4938837920489297,0.3379204892966361,0.16819571865443425
8,4,1336.4324700942386,0,1,654,11.515317881443469,2.86085626911315,0.5321100917431193,0.058982227356125565,0.5076452599388379,0.3333333333333333,0.15902140672782875
9,1,711.563846129671,1,0,446,11.821705260515657,3.0672645739910314,0.5112107623318386,-0.259485132595858,0.7040358744394619,0.19506726457399104,0.10089686098654709
9,2,811.262590953,1,0,436,11.627531129542922,3.018348623853211,0.5068807339449541,-0.22795537702087637,0.694954128440367,0.2018348623853211,0.10321100917431193
9,3,1003.045943060302,1,1,454,11.593530249237878,3.0352422907488985,0.5022026431718062,-0.19385881617020664,0.7048458149779736,0.1960352422907489,0.09911894273127753
9,4,1107.618669178927,1,1,452,11.61285527987095,3.006637168141593,0.5,-0.1901808446990336,0.7190265486725663,0.18805309734513273,0.09292035398230089
10,1,641.9402052929635,0,0,188,11.889890552153974,2.8031914893617023,0.5106382978723404,0.1079334067429623,0.5957446808510638,0.2393617021276596,0.16489361702127658
10,2,851.2218634735352,0,0,197,11.749936033941319,2.8121827411167515,0.5126903553299492,0.11891851253048792,0.6142131979695431,0.2233502538071066,0.16243654822335024
10,3,1185.954315808509,0,1,225,11.716451587893092,2.8444444444444446,0.5066666666666667,0.06453562277321682,0.6088888888888889,0.22666666666666666,0.16444444444444445
10,4,1008.3246971964008,0,1,222,11.932164164756333,2.9864864864864864,0.4774774774774775,-0.016365962505112575,0.6081081081081081,0.23423423423423423,0.15765765765765766
11,1,1057.4882850048016,0,0,754,11.106002259332318,2.9681697612732094,0.5755968169761273,0.2271714081409192,0.6419098143236074,0.2572944297082228,0.10079575596816977
11,2,1214.509754190562,0,0,733,11.092879425439937,2.9386084583901773,0.5839017735334243,0.20390203448186073,0.645293315143247,0.25375170532060026,0.1009549795361528
11,3,1218.6581744089874,0,1,746,11.12952149955783,2.928954423592493,0.5857908847184986,0.16219325421810651,0.6541554959785523,0.2479892761394102,0.09785522788203753
11,4,1556.3439106514816,0,1,716,11.054003638882321,2.9720670391061454,0.5740223463687151,0.15539274212021303,0.6550279329608939,0.24720670391061453,0.09776536312849161
12,1,678.2326431021153,1,0,307,12.110511207403155,2.993485342019544,0.41042345276872966,-0.3446693159887559,0.6677524429967426,0.247557003257329,0.08469055374592833
12,2,1027.2143956494908,1,0,304,12.242039025177792,2.9835526315789473,0.40131578947368424,-0.3255794001756721,0.6677631578947368,0.24013157894736842,0.09210526315789473
12,3,867.7451337308058,1,1,302,12.269690060453723,2.9834437086092715,0.39072847682119205,-0.31264208416106565,0.652317880794702,0.2582781456953642,0.08940397350993377
12,4,976.0103539549096,1,1,288,12.015970829442766,3.0243055555555554,0.4097222222222222,-0.26401375516837217,0.65625,0.2569444444444444,0.08680555555555555
13,1,795.0852500684964,0,0,437,11.512872623512008,3.002288329519451,0.505720823798627,-0.06190537846862776,0.5102974828375286,0.2929061784897025,0.19679633867276888
13,2,911.9766253199555,0,0,416,11.527120225788718,2.9615384615384617,0.5096153846153846,-0.03287784139963283,0.5288461538461539,0.28125,0.18990384615384615
13,3,1097.6659931028298,0,1,450,11.625365641692879,2.888888888888889,0.5044444444444445,-0.0622611230324053,0.54,0.28444444444444444,0.17555555555555555
13,4,1237.4993044127168,0,1,434,11.564780039235526,2.9170506912442398,0.5092165898617511,-0.05813696551739704,0.5391705069124424,0.27880184331797236,0.18202764976958524
14,1,1032.697525445837,1,0,129,11.804125402194801,2.705426356589147,0.5891472868217055,0.19770669295452226,0.8294573643410853,0.10852713178294573,0.06201550387596899
14,2,1317.4176792930139,1,0,141,11.297262991586006,2.75177304964539,0.6170212765957447,0.15716725456654881,0.8297872340425532,0.09219858156028368,0.07801418439716312
14,3,1604.746084191362,1,1,138,11.702488180968356,2.739130434782609,0.5797101449275363,0.05240204570547521,0.8405797101449275,0.07246376811594203,0.08695652173913043
14,4,1473.689983382689,1,1,154,12.103399991783636,2.8701298701298703,0.5909090909090909,0.07946976619141248,0.8701298701298701,0.07142857142857142,0.05844155844155844
15,1,703.7365046268428,1,0,2284,12.657461619602755,2.9531523642732047,0.39842381786339753,-0.8020477837575372,0.8642732049036778,0.09019264448336252,0.04553415061295972
15,2,702.3134957084492,1,0,2339,12.45431934692818,2.9593843522873025,0.4095767421975203,-0.6848989175218811,0.8601966652415562,0.0910645575032065,0.04873877725523728
15,3,880.4344662813731,1,1,2272,12.242808476422365,2.951144366197183,0.4212147887323944,-0.591364785131203,0.8595950704225352,0.09198943661971831,0.04841549295774648
15,4,919.595296091362,1,1,2193,12.189436022862823,2.9575923392612857,0.4327405380756954,-0.5559307481305273,0.8572731418148655,0.0953032375740994,0.04742362061103511
16,1,847.766727537782,1,0,484,11.491587032402137,2.9524793388429753,0.5950413223140496,0.11439510316619654,0.8491735537190083,0.08884297520661157,0.06198347107438017
16,2,1046.4904811469128,1,0,498,11.42582527730873,2.9698795180722892,0.5823293172690763,0.12481030288769736,0.8534136546184738,0.08433734939759036,0.06224899598393574
16,3,918.6122906203698,1,1,604,11.487418210061692,2.9817880794701987,0.554635761589404,0.01302704005820461,0.8559602649006622,0.08443708609271523,0.059602649006622516
16,4,1146.1877812556395,1,1,568,11.473190323741592,2.9753521126760565,0.551056338028169,-0.002866238156888308,0.8556338028169014,0.08626760563380281,0.058098591549295774
17,1,944.3998864027078,1,0,1804,11.2554961984145,3.0343680709534366,0.5587583148558758,0.23228012565533493,0.6191796008869179,0.21674057649667405,0.164079822616408
17,2,1308.8967874998477,1,0,1811,11.244978744930481,3.052457205963556,0.5565985643290999,0.23004152268511446,0.6223081170623964,0.21424627277747102,0.16344561016013254
17,3,1433.0849769081703,1,1,1747,11.186995394996783,3.014882655981683,0.5598168288494562,0.23987451888612205,0.6250715512306811,0.20721236405266172,0.16771608471665714
17,4,1530.385482973098,1,1,1743,11.174672358211861,3.023522662076879,0.555364314400459,0.21718493058757296,0.6179001721170396,0.21285140562248997,0.16924842226047046
18,1,840.1688530202549,0,0,777,11.897256292290482,2.9755469755469757,0.4517374517374517,-0.2317120780123789,0.5572715572715573,0.2483912483912484,0.19433719433719435
18,2,881.7143501631907,0,0,787,11.866238396189729,2.9339263024142315,0.4485387547649301,-0.2030952769398788,0.5501905972045743,0.25667090216010163,0.193138500635324
18,3,1042.2227902610884,0,1,762,11.89155235120308,2.956692913385827,0.44881889763779526,-0.22079663078272202,0.547244094488189,0.2572178477690289,0.19553805774278216
18,4,1040.9511004028145,0,1,764,11.894405465582567,2.933246073298429,0.4581151832460733,-0.2502197617051767,0.5549738219895288,0.2630890052356021,0.18193717277486912
19,1,797.6927515122825,0,0,677,10.961846225943143,2.930576070901034,0.5908419497784343,0.25687078149182097,0.5731166912850812,0.28064992614475626,0.14623338257016247
19,2,976.9253442922687,0,0,653,10.904193934976854,2.9433384379785603,0.5865237366003063,0.23841830436213843,0.5650842266462481,0.28637059724349156,0.14854517611026033
19,3,1182.3412624897003,0,1,672,11.080916528281282,3.0014880952380953,0.5669642857142857,0.13671365373108188,0.5580357142857143,0.2916666666666667,0.15029761904761904
19,4,1287.3266098817703,0,1,684,11.002433676575732,3.039473684210526,0.5599415204678363,0.11371218435394806,0.5614035087719298,0.2909356725146199,0.1476608187134503
20,1,958.1946288958288,0,0,455,11.613360083407485,3.035164835164835,0.5164835164835165,-0.09764661748437883,0.5868131868131868,0.21978021978021978,0.1934065934065934
20,2,1033.5690377945928,0,0,467,11.650021597523857,3.0406852248394003,0.5396145610278372,-0.10536610895267787,0.5802997858672377,0.22483940042826553,0.1948608137044968
20,3,1110.0272205388815,0,1,444,11.671947783536455,3.0022522522522523,0.5405405405405406,-0.12026354633858355,0.5990990990990991,0.20945945945945946,0.19144144144144143
20,4,1062.6525537637274,0,1,469,11.557151441299855,2.970149253731343,0.535181236673774,-0.09381802268156506,0.5884861407249466,0.21961620469083157,0.19189765458422176
21,1,749.8032511873566,0,0,560,11.939301951986343,2.975,0.4714285714285714,-0.3721510617189311,0.5303571428571429,0.2785714285714286,0.19107142857142856
21,2,787.5151084095946,0,0,552,11.976126984431156,2.9565217391304346,0.4746376811594203,-0.4167247103061284,0.5253623188405797,0.2753623188405797,0.19927536231884058
21,3,903.7896279703107,0,1,603,11.950017835456723,3.029850746268657,0.48092868988391374,-0.3591441805457026,0.5074626865671642,0.28192371475953565,0.21061359867330018
21,4,977.5020288146549,0,1,609,11.951641234416385,3.064039408866995,0.4942528735632184,-0.3076071536467422,0.5123152709359606,0.26929392446633826,0.21839080459770116
22,1,834.0429678869606,1,0,1059,11.286943375827317,2.983947119924457,0.5486307837582625,0.11510410094576154,0.7016052880075543,0.2615675165250236,0.036827195467422094
22,2,1104.6127354451592,1,0,1046,11.238344719012066,3.019120458891013,0.5449330783938815,0.12465038276645232,0.7045889101338432,0.25621414913957935,0.03919694072657744
22,3,1253.2435907339618,1,1,1014,11.203794570301529,3.007889546351085,0.5404339250493096,0.1003345349448802,0.703155818540434,0.25542406311637084,0.04142011834319527
22,4,1344.490924504015,1,1,1051,11.191398013677428,2.9828734538534727,0.5470980019029495,0.103243187999681,0.6974310180780209,0.25784966698382494,0.04471931493815414
23,1,904.5744317299144,0,0,1664,11.859273819018162,2.9975961538461537,0.5246394230769231,-0.10441848586159047,0.5018028846153846,0.2481971153846154,0.25
23,2,1055.4286576910258,0,0,1645,11.864197271533463,2.9817629179331306,0.5221884498480243,-0.0968340233848871,0.49240121580547114,0.2547112462006079,0.252887537993921
23,3,1252.9942573665426,0,1,1627,11.909739662748107,2.9502151198524893,0.5169022741241549,-0.1298925220250733,0.503380454824831,0.24830977258758452,0.24830977258758452
23,4,1307.883522133939,0,1,1511,11.829114265056745,2.941098610191926,0.5208471211118465,-0.11914561573332932,0.49702183984116477,0.24619457313037724,0.256783587028458
24,1,863.1101432520954,1,0,2282,11.516573524219242,2.971516213847502,0.5398773006134969,0.05934402109297336,0.8242769500438212,0.09377738825591586,0.08194566170026293
24,2,1113.9953075958088,1,0,2262,11.541227920322216,2.9694960212201593,0.5313881520778072,0.02505607851476151,0.8293545534924845,0.09372236958443855,0.07692307692307693
24,3,1067.148899106316,1,1,2509,11.512295482618429,2.946592267835791,0.5312873654842567,0.03281202079633929,0.8318055001992826,0.09286568353925867,0.07532881626145875
24,4,1296.1422320482304,1,1,2384,11.495571263411009,2.9702181208053693,0.5230704697986577,0.032785170161008334,0.8355704697986577,0.08976510067114093,0.07466442953020135
25,1,725.1207480654647,0,0,332,12.019776834097184,3.0090361445783134,0.39759036144578314,-0.7115719312238329,0.6475903614457831,0.21385542168674698,0.13855421686746988
25,2,764.1865378151415,0,0,306,12.07632260374237,3.0784313725490198,0.38562091503267976,-0.7071810567500025,0.6633986928104575,0.21895424836601307,0.11764705882352941
25,3,745.3961626508651,0,1,286,12.024599425894333,3.0454545454545454,0.4020979020979021,-0.6642794496532495,0.6503496503496503,0.23076923076923078,0.11888111888111888
25,4,745.3094240557881,0,1,274,11.879546491478555,3.0255474452554743,0.4124087591240876,-0.6468433904402733,0.6496350364963503,0.22992700729927007,0.12043795620437957
26,1,1160.6181492615135,0,0,76,12.040474334199674,3.0789473684210527,0.5394736842105263,0.14173674810095618,0.8552631578947368,0.13157894736842105,0.013157894736842105
26,2,978.3761342170067,0,0,68,11.929953939926651,3.25,0.5147058823529411,0.045853915511893516,0.8235294117647058,0.16176470588235295,0.014705882352941176
26,3,855.2440105911436,0,1,91,11.868486623059226,3.3516483516483517,0.5164835164835165,-0.11359272952955944,0.8571428571428571,0.13186813186813187,0.01098901098901099
26,4,1111.7191317104323,0,1,89,11.963113187063298,3.292134831460674,0.5393258426966292,-0.11525170914308219,0.8426966292134831,0.14606741573033707,0.011235955056179775
27,1,901.5431701154927,1,0,307,11.70428401550269,3.003257328990228,0.5309446254071661,-0.18390323965115957,0.7915309446254072,0.13355048859934854,0.0749185667752443
27,2,1072.7840386074433,1,0,298,11.514220640869278,3.046979865771812,0.5469798657718121,-0.16210556149732147,0.7919463087248322,0.13758389261744966,0.07046979865771812
27,3,1066.9095198448522,1,1,321,11.391917244858139,3.0654205607476634,0.5482866043613707,-0.1243191438855538,0.794392523364486,0.12461059190031153,0.08099688473520249
27,4,1356.0689844552917,1,1,312,11.329481182429724,3.1153846153846154,0.5256410256410257,-0.09489049935311304,0.8012820512820513,0.1282051282051282,0.07051282051282051
28,1,1072.3153573275104,1,0,841,10.82780497667943,3.0689655172413794,0.6444708680142688,0.47552108368786977,0.5980975029726516,0.262782401902497,0.13912009512485138
28,2,1316.0314612701534,1,0,876,10.774224400577454,3.0251141552511416,0.6312785388127854,0.4450144796657651,0.5901826484018264,0.2705479452054795,0.13926940639269406
28,3,1628.1803938444014,1,1,891,11.03811877525975,3.0011223344556677,0.6150392817059483,0.3751266271906672,0.5970819304152637,0.2648709315375982,0.13804713804713806
28,4,1715.751450312192,1,1,885,11.1584907110958,2.917514124293785,0.5807909604519774,0.27470182779185354,0.6,0.2632768361581921,0.1367231638418079
29,1,1079.856739721475,1,0,659,10.924461700818814,2.9863429438543245,0.6024279210925645,0.38907171590447226,0.7617602427921093,0.13960546282245828,0.09863429438543247
29,2,1267.3763064886955,1,0,640,10.923636606396851,2.9859375,0.6,0.3511376961945834,0.7546875,0.14375,0.1015625
29,3,1335.3041277889242,1,1,640,11.152009842472792,2.965625,0.58125,0.23903043798805748,0.7453125,0.159375,0.0953125
29,4,1525.4782762692842,1,1,657,11.208814672049296,2.9954337899543377,0.5646879756468798,0.18287125371604362,0.7579908675799086,0.1582952815829528,0.0837138508371385
30,1,890.1673123837306,0,0,274,11.161339248035459,3.0693430656934306,0.5620437956204379,0.10636144776842066,0.656934306569343,0.22627737226277372,0.11678832116788321
30,2,1063.1983773658299,0,0,274,11.137933818348309,3.04014598540146,0.5547445255474452,0.10603453594628147,0.6532846715328468,0.21897810218978103,0.12773722627737227
30,3,1258.0380162641572,0,1,259,11.239829779260726,3.0656370656370657,0.5444015444015444,0.11344117136061647,0.6525096525096525,0.21621621621621623,0.13127413127413126
30,4,1379.6069738745475,0,1,253,11.521714148773844,3.0711462450592886,0.5573122529644269,0.10432890904816396,0.6403162055335968,0.22529644268774704,0.13438735177865613
31,1,976.7939682306794,0,0,217,11.707702079410343,3.032258064516129,0.5668202764976958,0.21450598764059467,0.6175115207373272,0.2304147465437788,0.15207373271889402
31,2,1097.004570967298,0,0,212,11.922482059154149,3.080188679245283,0.5660377358490566,0.17487106302313735,0.6132075471698113,0.23113207547169812,0.15566037735849056
31,3,1169.1128992653933,0,1,208,12.052430423898548,3.0528846153846154,0.5432692307692307,0.16823265349116756,0.5961538461538461,0.2403846153846154,0.16346153846153846
31,4,1321.6991672180789,0,1,218,11.893099738531767,3.041284403669725,0.5091743119266054,0.12376575330854653,0.5779816513761468,0.24770642201834864,0.1743119266055046
32,1,966.0999682382209,1,0,1663,11.318912799582005,2.995189416716777,0.5748647023451593,0.16178646732144425,0.7312086590499098,0.1106434155141311,0.1581479254359591
32,2,1208.120460665567,1,0,1625,11.398823193789685,3.003076923076923,0.5618461538461539,0.1560264953173242,0.7316923076923076,0.11446153846153846,0.15384615384615385
32,3,1329.2087967134632,1,1,1643,11.392342862862481,2.9732197200243458,0.5465611685940353,0.12111585577029976,0.7346317711503347,0.11016433353621424,0.155203895313451
32,4,1625.590545281736,1,1,1598,11.435737379373732,2.9755944931163953,0.5431789737171464,0.12133024503120197,0.7377972465581978,0.10888610763454318,0.15331664580725907
33,1,947.9775963916728,0,0,443,11.831276129067657,3.0993227990970653,0.48081264108352145,-0.04421649894868904,0.636568848758465,0.24830699774266365,0.11512415349887133
33,2,1060.1543551080317,0,0,451,11.848255592790098,3.070953436807095,0.4878048780487805,-0.02626254677192726,0.6452328159645233,0.24611973392461198,0.10864745011086474
33,3,1037.5096568138897,0,1,523,11.71505385429715,2.961759082217973,0.4684512428298279,-0.05518237293038321,0.6520076481835564,0.23709369024856597,0.11089866156787763
33,4,1109.8289001822257,0,1,510,11.831069493918916,2.9215686274509802,0.4666666666666667,-0.06839663829717084,0.6490196078431373,0.23529411764705882,0.11568627450980393
34,1,760.1024681064357,1,0,160,11.243806120374117,2.9625,0.50625,-0.10918786215905431,0.7875,0.14375,0.06875
34,2,1057.5532829670844,1,0,151,11.368989204328992,2.993377483443709,0.5099337748344371,-0.12756236329328363,0.7814569536423841,0.1456953642384106,0.0728476821192053
